video_id,video_title,video_date,comment_text,comment_date
7WI2jMYK91E,[PART 1] Musyawarah: Hasil Quick Count Pilpres 2024,2024-02-14T13:27:16Z,"Kami sebagian rakyat Indonesia akan memintai pertanggung jawaban atas kepalsuan yang membodohi rakyat banyak ini,  Kenapa Tanggal Quick Count tidak singkron dengan tanggal pemilu dan perhitungan suara. Pada durasi video pas Quick Count durasi 2:56an terlihat Jelas Tanggal 13feb, Sedangkan tanggal pemilu dan perhitungan suara tanggal 14febuary",2024-02-19T03:50:43Z
7WI2jMYK91E,[PART 1] Musyawarah: Hasil Quick Count Pilpres 2024,2024-02-14T13:27:16Z,"Saya lihat video ini dan baca komenannya malah prihatin. Quick terlihat jelas itu tanggal 13 Feb, Sedangkan Pemilihan dan perhitungan suara tanggal 14feb,  Saya lihat didurasi kurang lebih 2:56 menitan, bagian kanan pojok sebelah kanan.\n\nApakah sekejamnya politik negara Indonesia ini sampai2 Kedustaan dibuat asumsi orang banyak seluruh Indonesia. Apa Mbak Najwa yg biasanya membicarakan kebenaran danengcounter kebobrokan akhirnya harus tunduk pada tirani ??",2024-02-19T03:48:01Z
7WI2jMYK91E,[PART 1] Musyawarah: Hasil Quick Count Pilpres 2024,2024-02-14T13:27:16Z,"Kenapa Quick Count nya tanggal 13 sedangkan pencoblosan dan perhitungan suara tanggal 14.\n\nSaya jadi Prihati dengan fans nya mbak Najwa Shihab spertinya sedang membodohi mereka, karena percaya dengan video ini yg terasa sangat janggal bisa dilihat pada durasi video sekitar lebih 2:50:00-3:00:00 , dibagian pojok sebelah kanan terlihat Jelas itu tanggal 13 Febuary.",2024-02-19T03:37:36Z
7WI2jMYK91E,[PART 1] Musyawarah: Hasil Quick Count Pilpres 2024,2024-02-14T13:27:16Z,"Mbak Najwa masih konsisten menyuarakan kebenaran atau sudah luluh dengan kelicikan?\nSilahkan mbak cek dimente 2:56an pas Perhitungan Quick Count nya, pojok sebelah kanan pada Tanggalnya kenapa Tanggal 13febuary, kan pemilihan dan perhitungan nya tanggal 14febuary",2024-02-19T03:37:29Z
7WI2jMYK91E,[PART 1] Musyawarah: Hasil Quick Count Pilpres 2024,2024-02-14T13:27:16Z,"Kenapa Quick Count nya tanggal 13 sedangkan pencoblosan dan perhitungan suara tanggal 14.\n\nSaya jadi Prihati dengan fans nya mbak Najwa Shihab spertinya sedang membodohi mereka, karena percaya dengan video ini yg terasa sangat janggal bisa dilihat pada durasi video sekitar lebih 2:50:00-3:00:00 , dibagian pojok sebelah kanan terlihat Jelas itu tanggal 13 Febuary.",2024-02-19T03:33:40Z
7WI2jMYK91E,[PART 1] Musyawarah: Hasil Quick Count Pilpres 2024,2024-02-14T13:27:16Z,"Bukannya tidak legowo, tapi apa iya perhitungan cepat sampai didurasi kurang lebih 2:57:47 ternyata tanggalnya tanggal 13febuary. Kan coblosan dan perhitungan suarangnya tanggal 14.",2024-02-19T02:59:24Z
7WI2jMYK91E,[PART 1] Musyawarah: Hasil Quick Count Pilpres 2024,2024-02-14T13:27:16Z,Kesini cm buat ngecek tanggal   13feb,2024-02-19T01:51:51Z
7WI2jMYK91E,[PART 1] Musyawarah: Hasil Quick Count Pilpres 2024,2024-02-14T13:27:16Z,Kan penycoblosan tanggal 14 di situ keihatanya tgl 13 apa saya salah lihat yah? Info dong,2024-02-19T01:36:43Z
7WI2jMYK91E,[PART 1] Musyawarah: Hasil Quick Count Pilpres 2024,2024-02-14T13:27:16Z,Itu tangganya 14 apa 13 yg di tampil kan,2024-02-19T01:34:31Z
7WI2jMYK91E,[PART 1] Musyawarah: Hasil Quick Count Pilpres 2024,2024-02-14T13:27:16Z,"Coba lihat kembali, ada catatan di bawah bahwa sample diambil tgl 13 Feb 2024 .... sepertinya ini lembaga survei sengaja menampilkan data sebagai framing saja bukan data riil pemilu yg diselenggarakan tgl 14 Feb 2024",2024-02-18T23:13:33Z
